ID	Overlap	P-value	Adjusted	P-value	Old	P-value	Old	Adjusted	P-value	Odds	Ratio	Combined	Score	Genes
GO:0072235	1/5	0.0017489165149326186	0.012905443558482447	0	0	832.875	5287.722499803602	PAX8
GO:0072207	1/5	0.0017489165149326186	0.012905443558482447	0	0	832.875	5287.722499803602	PAX8
GO:0072282	1/5	0.0017489165149326186	0.012905443558482447	0	0	832.875	5287.722499803602	PAX8
GO:0072283	1/5	0.0017489165149326186	0.012905443558482447	0	0	832.875	5287.722499803602	PAX8
GO:0072079	1/5	0.0017489165149326186	0.012905443558482447	0	0	832.875	5287.722499803602	PAX8
GO:0048793	1/6	0.002098387281973246	0.012905443558482447	0	0	666.2666666666667	4108.590825691207	PAX8
GO:1902221	1/6	0.002098387281973246	0.012905443558482447	0	0	666.2666666666667	4108.590825691207	PCBD1
GO:1901976	1/6	0.002098387281973246	0.012905443558482447	0	0	666.2666666666667	4108.590825691207	FEM1B
GO:0034698	1/6	0.002098387281973246	0.012905443558482447	0	0	666.2666666666667	4108.590825691207	PAX8
GO:0003337	1/6	0.002098387281973246	0.012905443558482447	0	0	666.2666666666667	4108.590825691207	PAX8
GO:2000698	1/6	0.002098387281973246	0.012905443558482447	0	0	666.2666666666667	4108.590825691207	PAX8
GO:0072234	1/7	0.002447753460042304	0.012905443558482447	0	0	555.1944444444445	3338.1535834228603	PAX8
GO:0035850	1/7	0.002447753460042304	0.012905443558482447	0	0	555.1944444444445	3338.1535834228603	PAX8
GO:0071371	1/7	0.002447753460042304	0.012905443558482447	0	0	555.1944444444445	3338.1535834228603	PAX8
GO:0032352	1/7	0.002447753460042304	0.012905443558482447	0	0	555.1944444444445	3338.1535834228603	PAX8
GO:0006266	1/7	0.002447753460042304	0.012905443558482447	0	0	555.1944444444445	3338.1535834228603	MGMT
GO:0072073	1/8	0.002797015027105056	0.012905443558482447	0	0	475.85714285714283	2797.6605002155425	PAX8
GO:0030878	1/8	0.002797015027105056	0.012905443558482447	0	0	475.85714285714283	2797.6605002155425	PAX8
GO:0006558	1/9	0.003146171972763632	0.012905443558482447	0	0	416.3541666666667	2398.8531813701998	PCBD1
GO:0072182	1/9	0.003146171972763632	0.012905443558482447	0	0	416.3541666666667	2398.8531813701998	PAX8
GO:0072202	1/10	0.0034952242970889957	0.012905443558482447	0	0	370.0740740740741	2093.271349114512	PAX8
GO:2000001	1/10	0.0034952242970889957	0.012905443558482447	0	0	370.0740740740741	2093.271349114512	FEM1B
GO:0009072	1/10	0.0034952242970889957	0.012905443558482447	0	0	370.0740740740741	2093.271349114512	PCBD1
GO:0035510	1/10	0.0034952242970889957	0.012905443558482447	0	0	370.0740740740741	2093.271349114512	MGMT
GO:0006307	1/10	0.0034952242970889957	0.012905443558482447	0	0	370.0740740740741	2093.271349114512	MGMT
